web-scraper-order,web-scraper-start-url,product-link,product-link-href,product_name,price,description
"1731552623-36","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","Hamilton Beach 8 Cup Rice Cooker and Steamer, 8 Cup/2 Quart Capacity, Black and Silver, 37518G","https://www.amazon.ca/Hamilton-Beach-uncooked-Resulting-37518/dp/B0752VWV65/ref=sr_1_16?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-16","Hamilton Beach 8 Cup Rice Cooker and Steamer, 8 Cup/2 Quart Capacity, Black and Silver, 37518G","$59.99","Make more than rice: Make rice, whole grains, hot cereal, steamed vegetables and much more     Healthy, one pot meals: Steam seafood or veggies while rice cooks below     Pre-programmed settings: Cook and steam food at the touch of a button     2 to 8 cup capacity: Makes between 2 to 8 cups of cooked rice or whole grains     2 in 1 basket: Includes rice rinser/steam basket"
"1731552627-37","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","Cuisinart CRC-400C 4-Cup Rice Cooker","https://www.amazon.ca/Cuisinart-CRC-400C-7-Cup-Rice-Cooker/dp/B002RWJN7A/ref=sr_1_15?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-15","Cuisinart CRC-400C 4-Cup Rice Cooker","","4-cup Cuisinart rice cooker steams rice, meats, and vegetables     Square modern shape finished in brushed stainless steel.Wipe base of unit with a soft, damp cloth or microfiber towel     Stainless-steel steaming basket; glass lid; paddle and measuring cup     Automatically switches to warm when cooking is done. All removable parts dishwasher-safe. Easy to clean and carry     Product dimensions: Overall height - top to bottom: -8.8 inches. Overall width - side to side: -19 inches. Overall depth - front to back: -9.5 inches"
"1731552633-38","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","Zojirushi NS-LGC05XB Micom Rice Cooker & Warmer, 3-Cups (uncooked), Stainless Black","https://www.amazon.ca/Zojirushi-NS-LGC05XB-Cooker-Warmer-Stainless/dp/B01EVHWNVG/ref=sr_1_14?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-14","Zojirushi NS-LGC05XB Micom Rice Cooker & Warmer, 3-Cups (uncooked), Stainless Black","$174.98","Multi-menu cooking functions: Special settings for white/mixed riced, sushi rice, brown rice, GABA brown rice, long grain white rice, steel cut oatmeal and quick cooking     Triple heater (bottom, side and lid) generate heat all around for even heating     Detachable and washable inner lid. Dimensions (W x D x H):9-1/8 x 11-7/8 x 7-1/2 inches.     Easy to store retractable cord. Rinse OK nonstick coated spherical inner cooking pan     Interchangeable melody and beep signal"
"1731552637-39","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","TOSHIBA Rice Cooker Small 3 Cup Uncooked – LCD Display with 8 Cooking Functions, Fuzzy Logic Technology, 24-Hr Delay Timer and Auto Keep Warm, Non-Stick Inner Pot, White","https://www.amazon.ca/TOSHIBA-Rice-Cooker-Small-Uncooked/dp/B0CX94FW8V/ref=sr_1_13?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-13","TOSHIBA Rice Cooker Small 3 Cup Uncooked – LCD Display with 8 Cooking Functions, Fuzzy Logic Technology, 24-Hr Delay Timer and Auto Keep Warm, Non-Stick Inner Pot, White","$116.99","Multi-Function - This mini rice cooker cooks a variety of dishes, not just rice. Features 8 cooking functions, including White Rice, Quick Cook, Brown Rice, Mixed Grain, Slow Cook, Porridge, Cake, and Egg. This sticky rice cooker also makes soups, stews, oatmeal, cakes, and more. Whether you're a beginner or a seasoned chef, this Toshiba rice cooker 6 cup Cooked offers great versatility and convenience     Highly Versatile – This small rice cooker can make a variety of rice types, including brown rice, jasmine rice, sushi rice, white rice, basmati rice, and wild rice, as well as grains like oatmeal, quinoa, mixed grain, and more. This 3 cup rice cooker is perfect for families or individuals who want to cook multiple servings of rice, while still being compact enough to fit comfortably on your kitchen counter     Fuzzy Logic Rice Cooker - Allows this Japanese rice cooker to sense the moisture content of the rice and adjust the temperature and cooking time accordingly. Results in perfectly cooked fluffy rice every time, without the need for manual adjustments or guesswork. It also helps the rice maker cooker cook other types of grains and dishes to perfection by adjusting the cooking parameters to the specific needs of the food     Easy To Use- This electric rice cooker 3 cup is designed with intuitive control panel features a large LCD display for quick and effortless programming. Keep Warm/Reheat function keeps your rice warm and delicious for hours, the Delay Timer allows you to schedule your cooking up to 24 hours in advance. Accessories included: measuring cup, spatula, and soup ladle.     Easy To Clean-Inner pot with non-stick coating and not recommended dishwasher safe and should be washed with mild soap and soft cloth. The steam valve located on the top of the lid can be easily removed for cleaning. Steam vent cap is also removable for easy cleaning"
"1731552640-40","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","Starfrit Electric Rice Cooker - 10 Cups - Steamer Basket, Measuring Cup & Service Spoon - 400W - Makes Perfect Rice!","https://www.amazon.ca/Starfrit-Electric-Rice-Cooker-Measuring/dp/B0CHPX9V4C/ref=sr_1_12?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-12","Starfrit Electric Rice Cooker - 10 Cups - Steamer Basket, Measuring Cup & Service Spoon - 400W - Makes Perfect Rice!","$29.99","The Starfrit Rice Cooker features a 10-cup (80oz) capacity, ensuring easy preparation of large rice servings.     Accessories include a measuring cup, steamer basket, and serving spoon for convenience.     Designed with a non-stick, durable, and removable serving container for effortless cleaning.     Equipped with a control panel and indicator lights for straightforward operation.     Transparent lid allows for monitoring of cooking progress without lifting the cover.     Versatile functionality enables steam cooking of vegetables and proteins, as well as quinoa and long grain brown rice."
"1731552644-41","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","Starfrit 10-Cup Rice Cooker with ceramic coating - Grey","https://www.amazon.ca/Starfrit-10-Cup-Cooker-ceramic-coating/dp/B0D96VCCHN/ref=sr_1_11?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-11","Starfrit 10-Cup Rice Cooker with ceramic coating - Grey","","The Starfrit 10 Cup Non-Stick PFAS-Free Ceramic Electric Rice Cooker features a PTFE/APFO and PFAS-free ceramic cooking pot for healthy cooking.     Its 10 cup capacity is ideal for families and group meals.     One-step control ensures perfect rice cooking every time.     The clear glass lid allows for easy monitoring of steaming.     Includes: measuring cup, steaming basket, and serving spoon.     This versatile appliance cooks rice, quinoa, vegetables, and proteins."
"1731552647-42","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","Rice Robot Personal Rice Cooker, PFAS-free, Nonstick. 1.2 Quart Capacity, with Stainless Steel Steamer Tray, Measuring Cups, Recipe Book with 60 Recipes, and Serving Spoon, As Seen On TV","https://www.amazon.ca/Personal-PFAS-free-Nonstick-Stainless-Measuring/dp/B0CXVWZH21/ref=sr_1_10?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-10","Rice Robot Personal Rice Cooker, PFAS-free, Nonstick. 1.2 Quart Capacity, with Stainless Steel Steamer Tray, Measuring Cups, Recipe Book with 60 Recipes, and Serving Spoon, As Seen On TV","","𝗘𝗳𝗳𝗼𝗿𝘁𝗹𝗲𝘀𝘀 𝗖𝗼𝗼𝗸𝗶𝗻𝗴: Master rice dishes effortlessly with our intuitive design, making cooking as easy as 1-2-3.     𝗖𝗼𝗻𝘁𝗿𝗼𝗹𝗹𝗲𝗱 𝗛𝗲𝗮𝘁 𝗧𝗲𝗰𝗵𝗻𝗼𝗹𝗼𝗴𝘆: Equipped with click and cook technology, the Rice Robot ensures perfectly cooked grains every time, eliminating worries of burning, overcooking, or undercooking.     𝗔𝘂𝘁𝗼𝗺𝗮𝘁𝗶𝗰 𝗦𝗵𝘂𝘁𝗼𝗳𝗳: No more guesswork! The Rice Robot automatically shuts off when your rice is ready, simplifying the cooking process.     𝗩𝗲𝗿𝘀𝗮𝘁𝗶𝗹𝗲 𝗖𝗮𝗽𝗮𝗰𝗶𝘁𝘆: With a 1.2-quart capacity, you can make multiple rice dishes to cater to your culinary needs, aided by two measuring cups for precise ingredient measurement.     𝗘𝗮𝘀𝘆 𝗖𝗹𝗲𝗮𝗻𝘂𝗽: Say goodbye to tedious scrubbing with the Rice Robot's superior non-stick surface and dishwasher-safe design, making cleanup a breeze.     𝗖𝗼𝗺𝗽𝗮𝗰𝘁 𝗮𝗻𝗱 𝗣𝗼𝗿𝘁𝗮𝗯𝗹𝗲: Perfect for apartments, dorm rooms, and RVs, this compact and portable rice cooker can be taken with you anywhere, adding elegance to any kitchen countertop.     𝐂𝐨𝐦𝐞𝐬 𝐈𝐧𝐜𝐥𝐮𝐝𝐞𝐝: Recipe Book with 60 Recipes, Nonstick1.2 Qt. Inner Pot and Steamer Tray , Rice Measuring Cup, Water Measuring Cup, Serving Spoon, Manual"
"1731552652-43","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","Panasonic SRZC075W 4 Cup (Uncooked) Microcomputer Controlled Rice Cooker, White/Silver","https://www.amazon.ca/Panasonic-Uncooked-Microcomputer-Controlled-Cooker/dp/B01BF3IAC0/ref=sr_1_9?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-9","Panasonic SRZC075W 4 Cup (Uncooked) Microcomputer Controlled Rice Cooker, White/Silver","$78.00","Conveniently prepare up to 4 uncooked cups of rice (8 cups cooked) with this sleek, black and silver rice cooker, ideal for singles, couples and small families     Microcomputer heating control continually monitors and regulates heat for precision cooking, consistently even texture and better tasting results     Durable, non-stick black fluorine-coated inner pan evenly conducts and retains heat in every grain of rice. And makes after-meal cleanup quick and easy. Panel Type: LCD     Select from eight automatic menu options for a variety of rice, plus hot cereals, soups, yogurt, quinoa and more on an easy-to-use display and touch buttons     Smart keep warm function maintains optimum freshness and serving temperature for up to 12 hours. A precise measuring cup and rice scoop are included."
"1731552656-44","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","CUCKOO CR-0675F | 6-Cup (Uncooked) Micom Rice Cooker | 13 Menu Options: Quinoa, Oatmeal, Brown Rice & More, Touch-Screen, Nonstick Inner Pot | White","https://www.amazon.ca/Cuckoo-CR-0675F-Cooker-Options-Nonstick/dp/B08WFNV82W/ref=sr_1_8?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-8","CUCKOO CR-0675F | 6-Cup (Uncooked) Micom Rice Cooker | 13 Menu Options: Quinoa, Oatmeal, Brown Rice & More, Touch-Screen, Nonstick Inner Pot | White","$107.99","MULTI-FUNCTIONAL: Features a versatile multi-cook function that allows you to prepare everything from oatmeal to quinoa amongst 13 other menu options such as white rice, GABA rice, porridge, scorched rice, sticky rice, baby food, reheat, and more!     KITCHEN STAPLE: From small family gatherings to entertaining a few guests, this rice cooker provides the perfect serving amount with a large 12-cup (cooked) capacity     EASY TO USE: Effortlessly create meals with features like user-friendly digital controls, a modern LCD display, an included rice measuring cup for precise measuring, and Fuzzy Logic technology that is designed to cook rice flawlessly every time     PREMIUM QUALITY: Featuring a non-toxic nonstick inner pot with superior durability, an auto-clean function that steam cleans the interior of your cooker, and a removable excess water drainage tray—cooking and clean-up are a breeze!     TRUSTED BRAND: Internationally known for superior quality and with over 40 years of industry experience, CUCKOO has perfected the art of cooking rice and crafting products made with integrity"
"1731552660-45","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","Hamilton-Beach-Digital-Programmable-Rice-Cooker-&-Food-Steamer,-14-Cups-Cooked-(7-Uncooked)-With-Steam-&-Rinse-Basket,-Stainless-Steel-(37548)","https://www.amazon.ca/Hamilton-Beach-uncooked-resulting-37548/dp/B01CYB6SPI/ref=sr_1_7?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-7","Hamilton-Beach-Digital-Programmable-Rice-Cooker-&-Food-Steamer,-14-Cups-Cooked-(7-Uncooked)-With-Steam-&-Rinse-Basket,-Stainless-Steel-(37548)","$49.94","2-In-1 rice rinser/steam basket: Rice cooker includes steam basket that doubles as a rice rinser makes it easy to rinse rice before cooking to prevent clumping.     Versatile capacity: The rice/hot cereal cooker makes 2, 14 cups of cooked rices and grains, hot cereals, steamed vegetables, and more.     Preprogrammed settings: Six different settings on this rice/hot cereal cooker take the guesswork out of cooking. Choose from white rice, quick rice, whole grain, heat/simmer, steam cook, and hot cereals.     One-Pot cooking: Steam seafood, poultry, or vegetables in the steam basket while the rice cooks or use the heat/simmer setting to make your own soups, beans, or flavored pasta mixes.     Make meal planning easier: The delay start feature on rice cooker lets you program cooking up to 11 hours in advance. Automatically shifts to warm setting after cooking to keep food ready to serve."
"1731552664-46","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","Aroma Housewares Aroma 6-cup (cooked) 1.5 Qt. One Touch Rice Cooker, White (ARC-363NG), 6 cup cooked/ 3 cup uncook/ 1.5 Qt.","https://www.amazon.ca/Aroma-6-Cup-Pot-Style-Cooker-White/dp/B00N9N6GOY/ref=sr_1_6?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-6","Aroma Housewares Aroma 6-cup (cooked) 1.5 Qt. One Touch Rice Cooker, White (ARC-363NG), 6 cup cooked/ 3 cup uncook/ 1.5 Qt.","$28.85","Perfectly prepares 2 to 6 cups of any variety of cooked rice     Simple, one-touch operation with automatic Keep-Warm     Great for soups, jambalaya, chili and so much more!     Full-view tempered glass lid     Easy-to-clean, nonstick removable inner pot     Includes Rice Measuring Cup and Serving Spatula"
"1731552668-47","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","BLACK+DECKER 2-in-1 Rice Cooker & Food Steamer - 6-Cup Capacity, Automatic Keep Warm, Nonstick Bowl, Steaming Basket - Effortless Cooking","https://www.amazon.ca/DECKER-Cooker-Steamer-Uncooked-RC506C/dp/B07CSCYJLG/ref=sr_1_5?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-5","BLACK+DECKER 2-in-1 Rice Cooker & Food Steamer - 6-Cup Capacity, Automatic Keep Warm, Nonstick Bowl, Steaming Basket - Effortless Cooking","$19.98","Experience the ultimate convenience in your kitchen with the BLACK + DECKER 2-in-1 Rice Cooker and Food Steamer. This versatile appliance cooks up to 6 cups of rice (3 cups uncooked) in just 20-30 minutes, making meal preparation a breeze. Say goodbye to standing over a stove and constantly monitoring your rice; our cooker ensures perfect results every time with minimal effort.     With its automatic 'keep warm' function, the BLACK + DECKER Rice Cooker keeps your rice fluffy and delicious long after it's done cooking. No more rushing to serve your meal as soon as it's ready. Enjoy your food at your own pace without worrying about it getting cold, ensuring every bite is as enjoyable as the first.     Take your culinary skills to the next level with the included steaming basket. This feature allows you to prepare healthy and nutritious meals by steaming vegetables, fish, and more while your rice cooks below. Effortlessly create balanced, multi-component meals in one go, saving time and energy.     Take your culinary skills to the next level with the included steaming basket. This feature allows you to prepare healthy and nutritious meals by steaming vegetables, fish, and more while your rice cooks below. Effortlessly create balanced, multi-component meals in one go, saving time and energy.     This versatile appliance is not limited to rice and steaming alone. Get creative in the kitchen by using the BLACK + DECKER Rice Cooker to prepare soups, stews, and even oatmeal. With its wide range of culinary possibilities, this kitchen companion is your ticket to delicious, hassle-free cooking. Elevate your meals and simplify your cooking routine with the BLACK + DECKER 2-in-1 Rice Cooker and Food Steamer."
